recap_row_id,mark_recap_id,mark_code,fork_length,count,dead
{0000012F-0000-0000-0000000000000000},{0000004E-0000-0000-0000000000000000},B,71,1,No
{00000130-0000-0000-0000000000000000},{0000004E-0000-0000-0000000000000000},B,80,1,No
{00000131-0000-0000-0000000000000000},{00000031-0000-0000-0000000000000000},BSDG,97,1,No
{00000132-0000-0000-0000000000000000},{0000004D-0000-0000-0000000000000000},B,65,1,No
{00000133-0000-0000-0000000000000000},{0000004D-0000-0000-0000000000000000},B,70,1,No
{00000134-0000-0000-0000000000000000},{0000004D-0000-0000-0000000000000000},B,77,1,No
{00000135-0000-0000-0000000000000000},{0000004D-0000-0000-0000000000000000},B,79,1,No
{00000136-0000-0000-0000000000000000},{0000004D-0000-0000-0000000000000000},B,80,1,No
{00000137-0000-0000-0000000000000000},{0000004D-0000-0000-0000000000000000},B,84,1,No
{00000138-0000-0000-0000000000000000},{0000004D-0000-0000-0000000000000000},B,85,1,No
{00000139-0000-0000-0000000000000000},{0000004D-0000-0000-0000000000000000},B,91,1,No
{0000013A-0000-0000-0000000000000000},{00000055-0000-0000-0000000000000000},BSDR,88,1,No
{0000013B-0000-0000-0000000000000000},{00000055-0000-0000-0000000000000000},BSDR,90,1,No
{0000013C-0000-0000-0000000000000000},{00000123-0000-0000-0000000000000000},B,36,2,No
{0000013D-0000-0000-0000000000000000},{0000004F-0000-0000-0000000000000000},B,80,1,No
{0000013E-0000-0000-0000000000000000},{0000004F-0000-0000-0000000000000000},B,85,1,No
{0000013F-0000-0000-0000000000000000},{0000004F-0000-0000-0000000000000000},B,90,1,No
{00000140-0000-0000-0000000000000000},{0000002A-0000-0000-0000000000000000},BSDO,90,1,No
{00000141-0000-0000-0000000000000000},{000000B7-0000-0000-0000000000000000},BSDR,92,1,No
{00000142-0000-0000-0000000000000000},{000000B7-0000-0000-0000000000000000},BSDR,93,1,No
{00000143-0000-0000-0000000000000000},{00000074-0000-0000-0000000000000000},B,33,2,No
{00000144-0000-0000-0000000000000000},{00000074-0000-0000-0000000000000000},B,35,1,No
{00000145-0000-0000-0000000000000000},{00000074-0000-0000-0000000000000000},B,36,1,No
{00000146-0000-0000-0000000000000000},{00000079-0000-0000-0000000000000000},B,0,1,No
{00000147-0000-0000-0000000000000000},{00000079-0000-0000-0000000000000000},B,34,1,No
{00000148-0000-0000-0000000000000000},{00000079-0000-0000-0000000000000000},B,36,1,No
{00000149-0000-0000-0000000000000000},{00000079-0000-0000-0000000000000000},B,37,1,No
{0000014A-0000-0000-0000000000000000},{00000079-0000-0000-0000000000000000},B,38,1,No
{0000014B-0000-0000-0000000000000000},{00000079-0000-0000-0000000000000000},B,40,1,No
{0000014C-0000-0000-0000000000000000},{00000061-0000-0000-0000000000000000},B,88,1,No
{0000014D-0000-0000-0000000000000000},{00000083-0000-0000-0000000000000000},B,56,1,No
{0000014E-0000-0000-0000000000000000},{00000083-0000-0000-0000000000000000},B,58,2,No
{0000014F-0000-0000-0000000000000000},{00000083-0000-0000-0000000000000000},B,59,1,No
{00000150-0000-0000-0000000000000000},{00000083-0000-0000-0000000000000000},B,60,1,No
{00000151-0000-0000-0000000000000000},{00000083-0000-0000-0000000000000000},B,63,3,No
{00000152-0000-0000-0000000000000000},{00000083-0000-0000-0000000000000000},B,65,1,No
{00000153-0000-0000-0000000000000000},{00000083-0000-0000-0000000000000000},B,66,3,No
{00000154-0000-0000-0000000000000000},{00000083-0000-0000-0000000000000000},B,72,1,No
{00000155-0000-0000-0000000000000000},{00000085-0000-0000-0000000000000000},B,48,1,No
{00000156-0000-0000-0000000000000000},{00000085-0000-0000-0000000000000000},B,52,1,No
{00000157-0000-0000-0000000000000000},{00000085-0000-0000-0000000000000000},B,54,2,No
{00000158-0000-0000-0000000000000000},{00000085-0000-0000-0000000000000000},B,55,2,No
{00000159-0000-0000-0000000000000000},{00000085-0000-0000-0000000000000000},B,56,1,No
{0000015A-0000-0000-0000000000000000},{00000085-0000-0000-0000000000000000},B,58,2,No
{0000015B-0000-0000-0000000000000000},{00000085-0000-0000-0000000000000000},B,59,2,No
{0000015C-0000-0000-0000000000000000},{00000085-0000-0000-0000000000000000},B,60,4,No
{0000015D-0000-0000-0000000000000000},{0000005F-0000-0000-0000000000000000},B,101,1,No
{0000015E-0000-0000-0000000000000000},{0000007A-0000-0000-0000000000000000},B,38,1,No
{0000015F-0000-0000-0000000000000000},{00000027-0000-0000-0000000000000000},B,71,1,No
{00000160-0000-0000-0000000000000000},{00000029-0000-0000-0000000000000000},BSDR,77,1,No
{00000161-0000-0000-0000000000000000},{00000029-0000-0000-0000000000000000},BSDR,80,1,No
{00000162-0000-0000-0000000000000000},{00000029-0000-0000-0000000000000000},BSDR,88,1,No
{00000163-0000-0000-0000000000000000},{0000002F-0000-0000-0000000000000000},BSDR,79,1,No
{00000164-0000-0000-0000000000000000},{0000002F-0000-0000-0000000000000000},BSDR,91,1,No
{00000165-0000-0000-0000000000000000},{000000C7-0000-0000-0000000000000000},B,36,1,No
{00000166-0000-0000-0000000000000000},{000000C7-0000-0000-0000000000000000},B,38,1,No
{00000167-0000-0000-0000000000000000},{000000E0-0000-0000-0000000000000000},BSDO,101,1,No
{00000168-0000-0000-0000000000000000},{000000E0-0000-0000-0000000000000000},BSDO,114,1,No
{00000169-0000-0000-0000000000000000},{000000E0-0000-0000-0000000000000000},BSDO,120,1,No
{0000016A-0000-0000-0000000000000000},{000000E0-0000-0000-0000000000000000},BSDO,122,1,No
{0000016B-0000-0000-0000000000000000},{000000E0-0000-0000-0000000000000000},BSDO,137,1,No
{0000016C-0000-0000-0000000000000000},{000000E1-0000-0000-0000000000000000},BSDR,100,1,No
{0000016D-0000-0000-0000000000000000},{000000E1-0000-0000-0000000000000000},BSDR,119,1,No
{0000016E-0000-0000-0000000000000000},{000000E1-0000-0000-0000000000000000},BSDR,120,1,No
{0000016F-0000-0000-0000000000000000},{000000E1-0000-0000-0000000000000000},BSDR,131,1,No
{00000170-0000-0000-0000000000000000},{000000B4-0000-0000-0000000000000000},BSDR,81,1,No
{00000171-0000-0000-0000000000000000},{000000B4-0000-0000-0000000000000000},BSDR,84,1,No
{00000172-0000-0000-0000000000000000},{000000B4-0000-0000-0000000000000000},BSDR,89,1,No
{00000173-0000-0000-0000000000000000},{000000B4-0000-0000-0000000000000000},BSDR,99,1,No
{00000174-0000-0000-0000000000000000},{000000F4-0000-0000-0000000000000000},B,37,1,No
{00000175-0000-0000-0000000000000000},{0000008E-0000-0000-0000000000000000},BSDR,114,1,No
{00000176-0000-0000-0000000000000000},{0000008E-0000-0000-0000000000000000},BSDR,118,1,No
{00000177-0000-0000-0000000000000000},{0000008A-0000-0000-0000000000000000},BSDG,62,1,No
{00000178-0000-0000-0000000000000000},{0000008A-0000-0000-0000000000000000},BSDG,72,1,No
{00000179-0000-0000-0000000000000000},{0000007E-0000-0000-0000000000000000},B,35,1,No
{0000017A-0000-0000-0000000000000000},{0000007E-0000-0000-0000000000000000},B,36,2,No
{0000017B-0000-0000-0000000000000000},{0000007E-0000-0000-0000000000000000},B,37,2,No
{0000017C-0000-0000-0000000000000000},{0000007E-0000-0000-0000000000000000},B,38,1,No
{0000017D-0000-0000-0000000000000000},{0000001E-0000-0000-0000000000000000},B,63,1,No
{0000017E-0000-0000-0000000000000000},{0000001E-0000-0000-0000000000000000},B,68,1,No
{0000017F-0000-0000-0000000000000000},{0000001E-0000-0000-0000000000000000},B,71,1,No
{00000180-0000-0000-0000000000000000},{0000001E-0000-0000-0000000000000000},B,79,1,No
{00000181-0000-0000-0000000000000000},{0000001E-0000-0000-0000000000000000},B,94,1,No
{00000182-0000-0000-0000000000000000},{00000020-0000-0000-0000000000000000},B,61,1,No
{00000183-0000-0000-0000000000000000},{00000020-0000-0000-0000000000000000},B,72,1,No
{00000184-0000-0000-0000000000000000},{00000020-0000-0000-0000000000000000},B,75,1,No
{00000185-0000-0000-0000000000000000},{00000020-0000-0000-0000000000000000},B,82,1,No
{00000186-0000-0000-0000000000000000},{00000020-0000-0000-0000000000000000},B,85,1,No
{00000187-0000-0000-0000000000000000},{00000020-0000-0000-0000000000000000},B,97,1,No
{00000188-0000-0000-0000000000000000},{000000B3-0000-0000-0000000000000000},BSDO,81,1,No
{00000189-0000-0000-0000000000000000},{0000001F-0000-0000-0000000000000000},B,86,1,No
{0000018A-0000-0000-0000000000000000},{000000BD-0000-0000-0000000000000000},B,34,1,No
{0000018B-0000-0000-0000000000000000},{000000BD-0000-0000-0000000000000000},B,38,2,No
{0000018C-0000-0000-0000000000000000},{00000102-0000-0000-0000000000000000},B,36,1,No
{0000018D-0000-0000-0000000000000000},{0000002B-0000-0000-0000000000000000},BSDO,86,1,No
{0000018E-0000-0000-0000000000000000},{0000005E-0000-0000-0000000000000000},B,66,1,No
{0000018F-0000-0000-0000000000000000},{0000005E-0000-0000-0000000000000000},B,68,1,No
{00000190-0000-0000-0000000000000000},{0000005E-0000-0000-0000000000000000},B,72,1,No
{00000191-0000-0000-0000000000000000},{0000005E-0000-0000-0000000000000000},B,79,1,No
{00000192-0000-0000-0000000000000000},{0000005E-0000-0000-0000000000000000},B,91,1,No
{00000193-0000-0000-0000000000000000},{0000005E-0000-0000-0000000000000000},B,97,1,No
{00000194-0000-0000-0000000000000000},{000000F6-0000-0000-0000000000000000},B,33,1,No
{00000195-0000-0000-0000000000000000},{000000F6-0000-0000-0000000000000000},B,37,1,No
{00000196-0000-0000-0000000000000000},{000000F6-0000-0000-0000000000000000},B,39,1,No
{00000197-0000-0000-0000000000000000},{0000008C-0000-0000-0000000000000000},BSDO,93,1,No
{00000198-0000-0000-0000000000000000},{0000008D-0000-0000-0000000000000000},BSDR,105,1,No
{00000199-0000-0000-0000000000000000},{0000008D-0000-0000-0000000000000000},BSDR,106,1,No
{0000019A-0000-0000-0000000000000000},{0000008D-0000-0000-0000000000000000},BSDR,110,1,No
{0000019B-0000-0000-0000000000000000},{0000000E-0000-0000-0000000000000000},BSDR,78,1,No
{0000019C-0000-0000-0000000000000000},{0000000E-0000-0000-0000000000000000},BSDR,89,1,No
{0000019D-0000-0000-0000000000000000},{00000059-0000-0000-0000000000000000},BSDO,66,1,No
{0000019E-0000-0000-0000000000000000},{00000059-0000-0000-0000000000000000},BSDO,70,2,No
{0000019F-0000-0000-0000000000000000},{00000059-0000-0000-0000000000000000},BSDO,83,1,No
{000001A0-0000-0000-0000000000000000},{00000059-0000-0000-0000000000000000},BSDO,90,1,No
{000001A1-0000-0000-0000000000000000},{00000059-0000-0000-0000000000000000},BSDO,103,2,No
{000001A2-0000-0000-0000000000000000},{00000012-0000-0000-0000000000000000},BSDR,60,1,No
{000001A3-0000-0000-0000000000000000},{00000012-0000-0000-0000000000000000},BSDR,80,1,No
{000001A4-0000-0000-0000000000000000},{00000012-0000-0000-0000000000000000},BSDR,81,1,No
{000001A6-0000-0000-0000000000000000},{0000006E-0000-0000-0000000000000000},B,57,1,No
{000001A7-0000-0000-0000000000000000},{0000006E-0000-0000-0000000000000000},B,58,1,No
{000001A8-0000-0000-0000000000000000},{0000006E-0000-0000-0000000000000000},B,60,1,No
{000001A9-0000-0000-0000000000000000},{0000006E-0000-0000-0000000000000000},B,62,2,No
{000001AA-0000-0000-0000000000000000},{0000006E-0000-0000-0000000000000000},B,67,1,No
{000001AB-0000-0000-0000000000000000},{00000075-0000-0000-0000000000000000},B,34,1,No
{000001AC-0000-0000-0000000000000000},{00000075-0000-0000-0000000000000000},B,35,2,No
{000001AD-0000-0000-0000000000000000},{00000075-0000-0000-0000000000000000},B,36,2,No
{000001AE-0000-0000-0000000000000000},{00000075-0000-0000-0000000000000000},B,38,1,No
{000001AF-0000-0000-0000000000000000},{00000075-0000-0000-0000000000000000},B,39,1,No
{000001B0-0000-0000-0000000000000000},{0000008B-0000-0000-0000000000000000},BSDR,70,1,No
{000001B1-0000-0000-0000000000000000},{0000000D-0000-0000-0000000000000000},BSDO,114,1,No
{000001B2-0000-0000-0000000000000000},{000000BF-0000-0000-0000000000000000},B,35,1,No
{000001B3-0000-0000-0000000000000000},{00000084-0000-0000-0000000000000000},B,57,1,No
{000001B4-0000-0000-0000000000000000},{000000AD-0000-0000-0000000000000000},B,66,1,No
{000001B5-0000-0000-0000000000000000},{000000AD-0000-0000-0000000000000000},B,86,1,No
{000001B6-0000-0000-0000000000000000},{0000001C-0000-0000-0000000000000000},B,59,1,No
{000001B7-0000-0000-0000000000000000},{0000001C-0000-0000-0000000000000000},B,60,1,No
{000001B8-0000-0000-0000000000000000},{000000C4-0000-0000-0000000000000000},B,37,1,No
{000001B9-0000-0000-0000000000000000},{00000054-0000-0000-0000000000000000},B,69,1,No
{000001BA-0000-0000-0000000000000000},{00000054-0000-0000-0000000000000000},B,71,1,No
{000001BB-0000-0000-0000000000000000},{00000054-0000-0000-0000000000000000},B,82,1,No
{000001BC-0000-0000-0000000000000000},{00000054-0000-0000-0000000000000000},B,106,1,No
{000001BD-0000-0000-0000000000000000},{0000002D-0000-0000-0000000000000000},BSDR,76,1,No
{000001BE-0000-0000-0000000000000000},{000000CB-0000-0000-0000000000000000},B,54,1,No
{000001BF-0000-0000-0000000000000000},{000000CB-0000-0000-0000000000000000},B,55,1,No
{000001C0-0000-0000-0000000000000000},{000000CB-0000-0000-0000000000000000},B,56,1,No
{000001C1-0000-0000-0000000000000000},{000000CB-0000-0000-0000000000000000},B,57,1,No
{000001C2-0000-0000-0000000000000000},{000000CB-0000-0000-0000000000000000},B,60,2,No
{000001C3-0000-0000-0000000000000000},{000000CB-0000-0000-0000000000000000},B,61,3,No
{000001C4-0000-0000-0000000000000000},{000000CB-0000-0000-0000000000000000},B,62,1,No
{000001C5-0000-0000-0000000000000000},{000000CB-0000-0000-0000000000000000},B,63,1,No
{000001C6-0000-0000-0000000000000000},{000000CB-0000-0000-0000000000000000},B,64,3,No
{000001C7-0000-0000-0000000000000000},{000000CB-0000-0000-0000000000000000},B,65,1,No
{000001C8-0000-0000-0000000000000000},{000000CB-0000-0000-0000000000000000},B,74,1,No
{000001C9-0000-0000-0000000000000000},{000000C8-0000-0000-0000000000000000},B,36,1,No
{000001CA-0000-0000-0000000000000000},{000000C8-0000-0000-0000000000000000},B,38,1,No
{000001CB-0000-0000-0000000000000000},{00000033-0000-0000-0000000000000000},BSDG,60,1,No
{000001CC-0000-0000-0000000000000000},{000000C5-0000-0000-0000000000000000},B,35,1,No
{000001CD-0000-0000-0000000000000000},{000000AC-0000-0000-0000000000000000},B,67,1,No
{000001CE-0000-0000-0000000000000000},{00000119-0000-0000-0000000000000000},B,58,1,No
{000001CF-0000-0000-0000000000000000},{000000CC-0000-0000-0000000000000000},B,62,1,No
{000001D0-0000-0000-0000000000000000},{000000CC-0000-0000-0000000000000000},B,63,1,No
{000001D1-0000-0000-0000000000000000},{0000007D-0000-0000-0000000000000000},B,36,2,No
{000001D2-0000-0000-0000000000000000},{000000B6-0000-0000-0000000000000000},BSDO,77,1,No
{000001D3-0000-0000-0000000000000000},{00000125-0000-0000-0000000000000000},B,35,2,No
{000001D4-0000-0000-0000000000000000},{00000125-0000-0000-0000000000000000},B,36,2,No
{000001D5-0000-0000-0000000000000000},{00000125-0000-0000-0000000000000000},B,37,1,No
{000001D6-0000-0000-0000000000000000},{00000125-0000-0000-0000000000000000},B,39,2,No
{000001D7-0000-0000-0000000000000000},{00000078-0000-0000-0000000000000000},B,35,1,No
{000001D8-0000-0000-0000000000000000},{000000D3-0000-0000-0000000000000000},BSDG,60,1,No
{000001D9-0000-0000-0000000000000000},{000000D3-0000-0000-0000000000000000},BSDG,84,1,No
{000001DA-0000-0000-0000000000000000},{000000D4-0000-0000-0000000000000000},BSDO,65,1,No
{000001DB-0000-0000-0000000000000000},{000000D4-0000-0000-0000000000000000},BSDO,66,1,Yes
{000001DC-0000-0000-0000000000000000},{000000D4-0000-0000-0000000000000000},BSDO,68,1,No
{000001DD-0000-0000-0000000000000000},{000000D4-0000-0000-0000000000000000},BSDO,75,1,No
{000001DE-0000-0000-0000000000000000},{000000D4-0000-0000-0000000000000000},BSDO,62,1,Yes
{000001DF-0000-0000-0000000000000000},{00000008-0000-0000-0000000000000000},B,96,1,No
{000001E0-0000-0000-0000000000000000},{0000005B-0000-0000-0000000000000000},BSDR,91,1,No
{000001E1-0000-0000-0000000000000000},{000000E6-0000-0000-0000000000000000},B,36,2,No
{000001E2-0000-0000-0000000000000000},{0000003C-0000-0000-0000000000000000},B,84,1,No
{000001E3-0000-0000-0000000000000000},{00000028-0000-0000-0000000000000000},B,78,1,No
{000001E4-0000-0000-0000000000000000},{00000028-0000-0000-0000000000000000},B,79,3,No
{000001E5-0000-0000-0000000000000000},{00000028-0000-0000-0000000000000000},B,80,1,No
{000001E6-0000-0000-0000000000000000},{00000028-0000-0000-0000000000000000},B,86,1,No
{000001E7-0000-0000-0000000000000000},{00000028-0000-0000-0000000000000000},B,87,1,No
{000001E8-0000-0000-0000000000000000},{00000028-0000-0000-0000000000000000},B,94,1,No
{000001E9-0000-0000-0000000000000000},{00000118-0000-0000-0000000000000000},B,58,2,No
{000001EA-0000-0000-0000000000000000},{00000118-0000-0000-0000000000000000},B,66,1,No
{000001EB-0000-0000-0000000000000000},{000000BE-0000-0000-0000000000000000},B,32,1,No
{000001EC-0000-0000-0000000000000000},{000000BE-0000-0000-0000000000000000},B,35,2,No
{000001ED-0000-0000-0000000000000000},{000000BE-0000-0000-0000000000000000},B,37,2,No
{000001EE-0000-0000-0000000000000000},{000000BE-0000-0000-0000000000000000},B,38,2,No
{000001EF-0000-0000-0000000000000000},{000000BE-0000-0000-0000000000000000},B,39,1,No
{000001F0-0000-0000-0000000000000000},{000000CD-0000-0000-0000000000000000},B,49,1,No
{000001F1-0000-0000-0000000000000000},{000000CD-0000-0000-0000000000000000},B,50,2,No
{000001F2-0000-0000-0000000000000000},{000000CD-0000-0000-0000000000000000},B,51,1,No
{000001F3-0000-0000-0000000000000000},{000000CD-0000-0000-0000000000000000},B,54,2,No
{000001F4-0000-0000-0000000000000000},{000000CD-0000-0000-0000000000000000},B,55,3,No
{000001F5-0000-0000-0000000000000000},{000000CD-0000-0000-0000000000000000},B,56,1,No
{000001F6-0000-0000-0000000000000000},{000000CD-0000-0000-0000000000000000},B,57,4,No
{000001F7-0000-0000-0000000000000000},{000000CD-0000-0000-0000000000000000},B,59,1,No
{000001F8-0000-0000-0000000000000000},{000000CD-0000-0000-0000000000000000},B,60,4,No
{000001F9-0000-0000-0000000000000000},{000000CD-0000-0000-0000000000000000},B,65,1,No
{000001FC-0000-0000-0000000000000000},{000000A5-0000-0000-0000000000000000},B,59,1,No
{000001FD-0000-0000-0000000000000000},{000000A5-0000-0000-0000000000000000},B,62,1,No
{000001FE-0000-0000-0000000000000000},{000000A5-0000-0000-0000000000000000},B,64,2,No
{000001FF-0000-0000-0000000000000000},{000000A5-0000-0000-0000000000000000},B,65,1,No
{00000200-0000-0000-0000000000000000},{000000A5-0000-0000-0000000000000000},B,71,1,No
{00000201-0000-0000-0000000000000000},{0000003E-0000-0000-0000000000000000},B,34,2,No
{00000202-0000-0000-0000000000000000},{000000C3-0000-0000-0000000000000000},B,37,1,No
{00000203-0000-0000-0000000000000000},{00000109-0000-0000-0000000000000000},B,36,2,No
{00000204-0000-0000-0000000000000000},{00000109-0000-0000-0000000000000000},B,37,3,No
{00000205-0000-0000-0000000000000000},{00000109-0000-0000-0000000000000000},B,38,1,No
{00000206-0000-0000-0000000000000000},{00000109-0000-0000-0000000000000000},B,39,2,No
{00000207-0000-0000-0000000000000000},{0000000C-0000-0000-0000000000000000},BSDR,63,1,No
{00000208-0000-0000-0000000000000000},{0000000C-0000-0000-0000000000000000},BSDR,79,1,No
{00000209-0000-0000-0000000000000000},{0000000C-0000-0000-0000000000000000},BSDR,81,1,No
{0000020A-0000-0000-0000000000000000},{0000000C-0000-0000-0000000000000000},BSDR,83,1,No
{0000020B-0000-0000-0000000000000000},{0000000C-0000-0000-0000000000000000},BSDR,91,1,No
