recap_row_id,mark_recap_id,mark_code,fork_length,count,dead
{732C4C76-E53D-4ECA-A402EA2310B3674A},{0D9111DC-027B-4373-8142313F93738082},B,38,4,No
{7344D973-5BCA-4E73-9C9A1A0C7FE8FD9E},{17C45696-DCE5-45CF-8A378C63EB338003},B,37,1,No
{7369B4D6-C470-43DF-8298D22CA0D9A978},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,36,1,No
{7369DFCD-4A6A-4B2E-ACED262CB9060615},{7749B3A0-5CEE-44E9-BC1ADBE247BAE95A},B,33,1,No
{736CE696-C1C7-4415-ACB4908515C102DE},{2F134FC5-0D16-4B30-8F9C93976A165BFF},B,36,1,No
{7370B4AE-6375-436D-AA7EABA25D071611},{845CB458-D7AC-48EA-96F2603F7FB01D8B},B,35,1,No
{73922970-8B6F-4E34-8321639E2E311CB4},{32DE3205-1FD3-4E96-A0D74C08C9D046EE},B,34,1,No
{73D8357E-6CCC-4DCD-87AB90A284B021C3},{EC8AF3FE-84E6-4B80-B21597EB4BEF4CD5},B,35,4,No
{73E2B7C7-21EE-49FB-8986236CBFDC6B89},{EAFAFBF0-BE77-4ECD-99F93E221A3EE1C2},B,33,1,No
{73E7ED11-E0E8-4495-A961FED7D87FDC40},{43658A38-9A7C-4FF6-B2253CE08A3433BC},B,30,1,No
{73EE5EA5-9022-4900-BDBA39A6A8270D45},{46228E41-96E9-4DF8-944C33484F1337AC},B,36,2,No
{73FE412D-1998-46BE-B9D25BF9604AF132},{D5C21B51-6D18-4B0C-BC6D8D303B798663},B,36,1,No
{742F205E-9CB7-4BDB-9B921C7C492F8BA6},{52C94305-B672-4735-8207296F6321F59E},B,38,2,No
{744A5D68-FD56-4DF7-AD5A94DAA820AC85},{BB2F7881-C14E-4B1C-82FCF277FEFCB155},B,38,1,No
{744EE817-48BF-49B4-93685485C9FBF78C},{A5FF9C89-3E09-4FF7-9801828ACE935CD7},B,37,1,No
{745102B7-FA82-400B-884EE18B50802689},{C5A5C0A6-FB6C-46FA-A532634AAAC9789D},B,40,4,No
{7492ECC0-D85A-4168-8B651AAAC548D501},{069EF792-14D1-49D1-8E13FC04AA0083A0},B,35,1,No
{749A890B-D379-45F1-8F7E6814B26FFB21},{37793F57-C5D4-43F9-B25776B68DA60CFC},B,35,1,No
{74E09580-7810-4672-8EE2AA229536A753},{C3E2215D-BFD7-4BE8-B6852D06E00FF320},B,36,1,No
{750B85D4-1A3E-43B2-872777D40CAF654F},{5C05F2D3-AE0F-422E-B0A0117438865FC2},B,34,2,No
{7514779B-8E9A-4887-87E5201945989639},{1088D132-64B1-4D3C-99325B6D0379E5D0},B,39,1,No
{752E9F59-CEB6-436C-BC428934FD02CE18},{F45C5659-AE43-428F-B65B649B35F75F38},B,38,1,No
{754D3AA4-13F6-42CF-B2DDBE9170D2D9B9},{6BC407C1-3052-451E-8B10387FBE944EBF},BB,36,1,No
{7550FF17-2B4E-4B60-BB58063706D13E7B},{5B7F5337-4F76-4C6C-81F6AAC1AA4E9531},B,37,9,No
{7574AD20-D4D4-439A-8F53EA7CA24F6138},{277481A7-F086-4668-BBA2E7CFCCFA71B8},B,38,2,No
{75DF39CA-32E4-41F0-A984EC3C038A02DF},{0A4B9769-69FF-42C5-BB1BE23CF7FBB28B},B,37,1,No
{75DF8310-21CB-4DA7-B031CF474E43E28D},{2F134FC5-0D16-4B30-8F9C93976A165BFF},B,37,1,No
{75E59E6F-0F58-45D1-98BFF971F199DD1D},{2F8AC642-92DF-4300-A1368C3F43E719F5},B,35,1,No
{76557114-5DE5-4DD1-A25D2B6450383DE3},{448DB7E8-0D80-4DBF-A0A6254CB5B2FD51},B,37,1,No
{76557DD7-A80A-4B36-AE0CA4C95A4A37C0},{BEC50345-A10A-4A69-BC5924CF64979BEC},B,69,1,No
{76B29A6D-D379-40B7-92A24BC7F4423851},{CC2CFC48-C295-4E99-9EA5EEEE87D35F6E},B,35,1,No
{76C75AF2-AD7E-4E9A-A58C02E69E33A01C},{E24AE3F7-B097-403B-A34698FB36AD16B4},B,37,1,No
{76EE01A3-31D3-4AB6-8A0A47F7D496FB84},{2B3E1C4D-4DEA-4B33-9D0CC13E2973ABCF},B,37,1,No
{76FEE014-D88A-4941-AE98ADB5816BA41D},{0CAF0773-65D4-4159-9E064D79809291EE},B,39,6,No
{770AD60E-EDE5-48F8-9D46EC73AB83A8C2},{17C45696-DCE5-45CF-8A378C63EB338003},B,36,1,No
{771DFCCB-7239-442E-8E2CB63966B86B88},{DC2545CE-7668-4887-ABC694A864EB782B},B,33,1,No
{7735AA8E-39DB-4060-8A33F7C69D630BCA},{6BC407C1-3052-451E-8B10387FBE944EBF},BB,37,1,No
{7741ED67-C935-4B3A-BF559E50D0FF87C1},{705E30DE-EF24-49C5-B6DF32DCD3573AF5},B,35,1,No
{774CBFDB-8A9D-4884-917C308C787233E9},{37793F57-C5D4-43F9-B25776B68DA60CFC},B,40,1,No
{776369C8-1591-4072-BAF148D12C518971},{069EF792-14D1-49D1-8E13FC04AA0083A0},B,37,1,No
{7777D02C-01B7-4AF0-81F6351D7258EBF4},{3CC1387E-3FF8-4275-907409D15341FB2D},B,34,1,No
{778AC3C8-6D43-4F1A-89256FDA5CC8BDC1},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,39,1,No
{778C5F43-4F3A-460C-A0D91AC856AE6159},{36D7AE64-95F5-4DD8-A2BBBE40F5AD3459},B,36,1,No
{7792F02D-4D33-4B02-8CEB7457EA31E956},{8C585A6E-710E-4A8A-B498EADEC246BBEA},B,39,1,No
{7798DDFC-B1C4-4A4A-95B474C3CAA30C8A},{B7073553-3FC9-4DCE-838EE69650AB64BC},B,36,1,No
{77CE27F8-6F9F-42DF-B4553706336CE9F1},{8D2E7592-522A-455E-BB75455C372DD014},B,37,1,No
{77E50E83-9F01-4EAA-B544DFA28387E643},{5D62F728-1BC1-48F6-BC2EDA380B05948E},B,52,1,No
{77E9F094-3C23-460F-BDEBE1B71D9C0423},{2F8AC642-92DF-4300-A1368C3F43E719F5},B,37,1,No
{7810A769-5E95-4FDB-A1E009CAE370FD2C},{8B7F71B2-58CF-43BA-A6F58E815168CE6C},B,35,1,No
{78295575-CB79-447F-A131B27042CF18EF},{60BEAD84-F24F-44D1-8883FCCC309B379E},B,36,1,No
{78311144-9C1B-4641-856CA1E28538AB10},{93415249-4FF8-4327-BC7FD73E5137D06F},B,35,1,No
{784775E7-B420-418B-9D3E86649B99F22E},{D742B8CF-3295-4BDA-99D76F4B9425C825},B,37,3,No
{784DC371-42D5-450B-93757D06CC58A719},{4A2E6FCB-F7A7-4D8C-91002FCF8F9FE1D2},B,38,1,No
{785686E1-4481-48A2-97BD20ACF226FC85},{C6ECA064-921E-4DA3-9C1419D1A3A97369},B,36,1,No
{7871764F-8800-47C9-B82F03C6433DB66B},{F47BD83F-ADD1-4905-AE957CC66EE1E3BF},B,39,1,No
{787F9405-83CF-4DCD-AB920D0B9D23A44F},{5797E450-EB8A-4E8A-B82F01DA5BE074FF},B,30,1,No
{78B78F1A-AC7A-42FE-B83F8212A21BABDC},{19EFB1A9-CE5B-4B31-8F0FD9DA110FEEF2},B,38,1,No
{78EF7301-3245-441E-AF92D63782106FD9},{6EEEE149-5C94-46A9-90BC8030F849CA73},B,38,1,No
{78F0318B-9792-4408-B59900D45E80B731},{80801AAE-027D-4481-ADF751F47FC117A2},B,38,1,No
{78F8FF7E-8BA4-434F-976783C17C048618},{33D4DB55-D0DF-4B6E-AFA8916B9414BD14},B,33,1,No
{790B4486-F90B-4A4F-9F64AEAEF30EB2ED},{6EEEE149-5C94-46A9-90BC8030F849CA73},B,33,1,No
{791E2E60-DD9B-4D98-B12D7B5C678AB175},{00662E30-EA2E-4020-9EB6E04F24E68E6B},BB,38,1,No
{7963A7DC-A061-4E81-94901439520D33F9},{CEAC2B21-3D22-4B43-9EF98153E363F319},B,71,1,No
{79808ED0-86F1-4D08-A61FE1020690D6DC},{819788D7-B1EC-405F-B1446BFE1C90D621},B,36,1,No
{79841290-642B-4A3E-BF40C52753FD4471},{2E527C0A-ADA5-45DB-A025E923B66D3CCA},B,58,1,No
{7994D110-6643-43D4-AE83BDE556B9C530},{E2ECF414-888C-4B75-B700D99B585255C2},B,36,5,No
{79B78870-A6BF-489B-84E90D6C908820FB},{8B7F71B2-58CF-43BA-A6F58E815168CE6C},B,35,1,No
{79E48312-4F1A-4F1A-87BE2C1333E42A16},{DB85B9D8-43D9-4D65-BA3D650E6DEC6DF5},B,36,1,No
{7A0F7D22-9291-44D1-B390020AF7C08A86},{EA419713-E052-4B9D-BBCEBCF8781D8178},B,37,1,No
{7A17FE25-11A4-4B8F-A8A250ACB981E47F},{D5C21B51-6D18-4B0C-BC6D8D303B798663},B,34,1,No
{7A2CDCCA-6FA6-4ED1-91AE10CC18CCC764},{34CA3F66-B05F-4067-B22DF7B5B3C0E6FB},B,37,7,No
{7A4BE67E-E333-47C0-95CF99C77789F914},{F566F451-FC51-44FE-AD0C90A557669855},B,37,3,No
{7A55D5B9-B771-45BA-85FCE6EFDEE33938},{FB3E6651-D259-4CD3-9AD4E25EB4B54AEE},B,36,1,No
{7A9A0544-3FEA-4894-B602E8CA14A2AC9E},{86E40563-8B43-4BA3-98BD40D9B20BAC25},BB,45,1,No
{7AAAF751-EC44-41A5-B6FEADDEE0FA123E},{BD184B76-C827-4FF5-B2884FF1005D6E9C},B,36,1,No
{7AC69878-C190-497F-81C5D0D8241DD814},{4ADF8CC7-FFDE-4BCE-BED71BD23BFFC535},B,35,1,No
{7AE99985-A8B5-4C70-96DB4AB750859A63},{0965F4E4-4889-45B9-9223DE358C799328},B,38,1,No
{7B2EDA2F-9BDF-4AB8-847D7C49246BE02B},{6EEEE149-5C94-46A9-90BC8030F849CA73},B,37,1,No
{7B41D1B9-8C52-4625-8A33883132843655},{B555C9C4-7015-42FD-B18D1BF7E4DE72F3},B,37,1,No
{7B704B0A-CA4B-4421-BBCD6BFF9C4C7C0C},{A1E640DA-EF5D-49D7-BBF156EA1AD7DB06},B,38,1,No
{7B7A5311-E804-4693-9AD014C24BDE337E},{D91169E3-A594-47BF-B80987967E20E728},B,38,2,No
{7B90668D-6B47-4D9F-86FA04A4C9B9967D},{41D9D248-F07A-449C-98830C1AE0873747},B,36,3,No
{7BB50A78-1A2F-4F13-98ABE90A6DA07B27},{B7073553-3FC9-4DCE-838EE69650AB64BC},B,38,1,No
{7BDB5C3F-7972-4E45-9ECC194BF6DAA7FF},{EF78DEAF-C0B8-432A-8B631BE3ECDE154B},B,41,1,No
{7BE62CB6-D660-4471-A499C0F5B0A6AE19},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,36,1,No
{7BE75ACC-5BEB-4770-B49FC0544EA76462},{176EFBE0-F791-476B-AC189388C8FF5FF5},B,38,1,No
{7BFD4A11-C85F-4D09-8662DC16B4971DC2},{A43DBBC0-0D76-4DCE-BB4DA591F5F088A7},B,35,1,No
{7BFE73CF-3016-4C39-98D1ABEADC5595BD},{BD184B76-C827-4FF5-B2884FF1005D6E9C},B,37,1,No
{7C1478D8-55FD-42A3-916AC6DF7B83C5F4},{6A2A7CFF-B832-4E68-BE3136CFCCD136F8},B,38,1,No
{7C165D63-249A-4BC8-B60CEF43513E708E},{65CAF1D2-2F33-42D4-AA62FCECFD4C6E60},B,65,1,No
{7C1F1C77-AC0A-46E9-B6EE3D4CDF7FB21E},{5E0081D3-21B1-445D-973285A66937ABAB},B,37,1,No
{7C4FD1C4-E619-4002-989F99B03201E836},{1D76D342-18C0-4C08-BA7C747B46E0DC49},B,36,2,No
{7C5CDA85-C3BA-4F41-985FCF0DB4A83AC9},{448DB7E8-0D80-4DBF-A0A6254CB5B2FD51},B,36,1,No
{7C5DF543-1C30-4911-B8B23D1B7F22FE2C},{4393A419-C978-4904-957B0CA43B14FA92},BB,34,1,No
{7C5FF7BA-4E0A-45CC-A5B0144E8A38376A},{176EFBE0-F791-476B-AC189388C8FF5FF5},B,36,1,No
{7C81118D-9081-4618-80B01B8EDBEB87E4},{8C585A6E-710E-4A8A-B498EADEC246BBEA},B,38,1,No
{7C9AF7FD-C0D1-4520-B8729FF3ACFB99B3},{C6ECA064-921E-4DA3-9C1419D1A3A97369},B,38,1,No
{7CA0FA36-1225-4CFF-B799DD25BE356625},{73BDA2B8-F28B-4364-A5A0BE17EAF28D55},B,35,2,No
{7CE536B9-E015-4233-A62DE7F4F3822D6A},{D5C21B51-6D18-4B0C-BC6D8D303B798663},B,36,1,No
{7D0C356A-67A5-465C-B0505773ABFDE058},{F4BCC47F-4126-408C-AD8798BA1A1605BD},B,37,1,No
{7D0E6A86-102C-4B62-973E41985FF751C1},{6CCC6278-91EF-41EE-84152DF208C0A443},B,35,2,No
{7D108F25-99BA-4348-A2763B6EFDCB0311},{E3639C7E-98F5-4677-AC8BA3A12B9CAB3A},B,39,1,No
{7D163D9B-5B2D-4939-84634CE098F08BBB},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,38,1,No
{7D610DE5-8251-4FF2-A38154255D48D1BC},{998CADB6-4AB1-487E-A9CF9B3B6F0697A2},B,41,1,No
{7D81D383-1109-4D20-9E92902E3FB0D8EB},{CC2CFC48-C295-4E99-9EA5EEEE87D35F6E},B,37,1,No
{7D88A6DA-0A31-4701-9E939BB87B6E898C},{0F95379B-0D78-421E-8F3440A1C9B99C43},B,39,1,No
{7D8F3041-B914-4EBD-B2D51F564AF8F620},{37793F57-C5D4-43F9-B25776B68DA60CFC},B,37,1,No
{7D905059-ED65-4C53-B5FA0CD5F6961402},{37E0E3F5-DBAD-4F72-ADCB8B8A9B431337},B,61,1,No
{7DA2B58F-8424-4FCB-98CA3FAC5A3F2679},{74FDE027-02A8-40EE-A23C3A8E45419857},B,35,1,No
{7DAE29F9-4185-43C1-94A4DC8665A8F8A3},{2A6D3572-424B-41CE-864A2E61AE43BED2},B,37,1,No
{7DCC4A01-A34E-46EB-AC10BDFC4A05623F},{FBA505B3-654B-42A3-92CAB70B385BCEAD},B,38,1,No
{7DE5E1D0-30FD-4122-B867461A39A461D0},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,33,1,No
{7DF13400-8450-4ED9-B212EC6AA9DA7814},{95F2CA65-BE33-421A-8F2CCF7EF21AD65D},B,34,2,No
{7DF14D98-0D64-4D9E-973D08AE4F13A8EA},{F4BCC47F-4126-408C-AD8798BA1A1605BD},B,37,1,No
{7E090C6C-4010-456F-9217C74DC4EF2049},{7D3CAD29-B0B6-4AA5-95AFD292754934C8},B,38,1,No
{7E17188D-0458-4614-B5771E36F0B643B0},{0BB8C09E-0435-46B7-938F3E9DFF0975A8},B,35,4,No
{7E1B192E-ACA0-4D1F-867B2E21742BA793},{EF78DEAF-C0B8-432A-8B631BE3ECDE154B},B,37,1,No
{7E25D16A-E861-43B1-93370474F6A7DA04},{B570A472-086D-4F91-B449791E9012A74B},B,38,1,No
{7E4D891B-07E9-4489-A2139F38C4CD43C6},{5E0081D3-21B1-445D-973285A66937ABAB},B,38,1,No
{7E6692C4-87FB-4C1E-B4342F0E27C6FD20},{1B93B562-FB2C-440E-925DFBF278ACB57F},B,36,1,No
{7E67D274-46A4-4318-91A496887A9743D8},{2007FB31-FF55-4632-AEB0F7F5DE71C256},B,39,1,No
{7E72D69D-AC41-4930-85C39327D9D7BEEF},{9A64C4C6-3FCC-4399-A25FB9DA64C1B4F1},B,34,1,No
{7E7CDD92-8696-47D5-8D00959976C2FC23},{79C489DE-966E-41C7-9870502D16A949A2},B,38,1,No
{7E81AF07-3DF6-48B2-A282A25AC6681627},{1E6F11C6-783B-4ED0-9E20E26FC9EEEC62},B,37,1,No
{7E84C810-1F5D-4EAE-8135EAC60BC267E2},{6EEEE149-5C94-46A9-90BC8030F849CA73},B,37,1,No
{7E9C2C0D-C4EB-47A3-A4691DD39E68FF53},{6FC936AC-3EE8-4B9E-B317DD2448179B53},B,37,1,No
{7EF0B82F-0A73-4D1C-AFEDE18F4CA6DF3E},{E9715870-CA9C-487B-8FFB32184DBF33C6},B,40,1,No
{7EF655EF-F97C-4481-B8380A4143863EC5},{95F2CA65-BE33-421A-8F2CCF7EF21AD65D},B,38,3,No
{7EF6DA23-3213-4DE6-98E77B5A89D669DD},{D40BF10F-BD88-44B9-B406E6A8D1189441},B,33,1,No
{7EF7E227-86D2-417B-A50EDF7C8258DC63},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,37,1,No
{7EFB0683-B0C4-4BEB-94F84480C1150F17},{B555C9C4-7015-42FD-B18D1BF7E4DE72F3},B,35,1,No
{7F05E4DD-659B-440B-BC715AD39EEB853C},{43658A38-9A7C-4FF6-B2253CE08A3433BC},B,33,2,No
{7F1D293A-7390-4CA1-AA2D3F1D97BE33B1},{56395BAC-CB2F-4F7C-97818BAA47681233},B,44,1,No
{7F26BC68-AEBF-41FE-A0275B5EACA1B78E},{3C14777E-9984-4121-8E682BA9B93D343E},B,38,2,No
{7F29FFE9-70E9-459C-92AFB77B346F683A},{DCBDA129-E467-48F2-BBCB2DC1425EAAF8},B,72,1,No
{7F325C96-22C0-419D-BC1B2D396BC47177},{EA419713-E052-4B9D-BBCEBCF8781D8178},B,35,1,No
{7F89E70F-1AE5-4771-B9F5CDEA0BBDD930},{0C378336-4602-4143-9E71659B571E4581},B,37,1,No
{7F8E0B39-CE78-4979-B64A9C1D1628E70D},{E24AE3F7-B097-403B-A34698FB36AD16B4},B,36,1,No
{7F94E174-D26B-4A11-A8A921A15EDAD857},{327949FB-AAF1-42FC-A0D2A32868AC6566},BB,37,1,No
{7FA064BB-5137-4126-AC43D56B1A703B8C},{472B341F-AB35-48AF-883C3084E1F0CAA0},B,40,1,No
{7FA3BD3C-193F-4EC1-A273FA269B46BC34},{71F2B6A4-4670-45C9-9BC4142746494B73},B,35,1,No
{7FA5847A-443A-4DCF-83DA4644936E9785},{C6EDA0A3-6112-4ABC-BE4D2AD9F546F3C4},B,36,1,No
{7FB02C5B-2F0B-4907-BC8D4BA12882BB23},{43B3043D-CA36-44B7-BC50B4278C797091},B,68,1,No
{7FB93B1E-C814-4357-B5F350BFFC3813B4},{EA419713-E052-4B9D-BBCEBCF8781D8178},B,37,1,No
{7FC73C5E-D341-48E5-8EA0378D07A24C5E},{F4BCC47F-4126-408C-AD8798BA1A1605BD},B,37,1,No
{7FCF5BAA-684D-46BD-A4F87BD935C3A9C9},{9E20CE46-3C59-4712-BCC7B3D480E4D831},B,36,1,No
{7FDC5192-7FA3-40A1-8F5E0B61AE956F75},{A95D73F5-DE56-40F1-94AE35B81EAFBAAF},B,39,1,No
{7FDDCFA2-DD9A-4C4E-A8CD84A46B254687},{F45C5659-AE43-428F-B65B649B35F75F38},B,34,1,No
{7FF42919-70C3-4EAD-9E98B6E504447EF6},{6986D296-A441-4F60-9C0A29CA501D6D27},B,36,6,No
{8002C26A-2714-4B1E-87463B234FA10D0B},{0CAF0773-65D4-4159-9E064D79809291EE},B,38,4,No
{802423FE-C917-4937-AD1F2243F886511A},{BB43D8AE-17E0-4132-A1C06DC4E7A6B9A4},B,35,1,No
{8027BA71-7ACF-4AB0-B02993DD8F6B6EE3},{B7073553-3FC9-4DCE-838EE69650AB64BC},B,36,1,No
{802CC66F-1D6E-4175-AACAB95DA3A7074F},{62ED1424-730B-4F79-B0B86073D425D28E},B,38,1,No
{803A8794-134A-410D-BD65394A169BD9D0},{60BEAD84-F24F-44D1-8883FCCC309B379E},B,36,1,No
{803F7FF0-CF54-413E-8E2DFD66227C4984},{E14DE08A-55D5-489C-8546CDCF631481A5},B,33,2,No
{8060103C-FA13-4C95-AEE498C8ADBC0266},{79C489DE-966E-41C7-9870502D16A949A2},B,35,1,No
{8066F11A-5E00-410D-A4DC707B3FA9A92D},{0B60B4E5-C1C7-43FA-9A66CF6DF8C0DBED},B,63,1,No
{8086B28B-2130-423D-970F27AF72DEEABA},{EC8AF3FE-84E6-4B80-B21597EB4BEF4CD5},B,41,1,No
{809080BC-92F1-4CEE-91CE8858CC7B6D73},{705E30DE-EF24-49C5-B6DF32DCD3573AF5},B,35,1,No
{80C4E76F-A073-4011-958DD2BA27507B37},{2BAB9832-A461-41A7-B10C33545B9DFB14},B,37,1,No
{80CA9CAE-FC58-45B7-80BCF97032A4EE55},{7749B3A0-5CEE-44E9-BC1ADBE247BAE95A},B,35,1,No
{80CC89E8-6C07-4ECD-A5F1D245C93561AD},{70BC64A2-F4FA-495F-9D0CEE586E5B0883},B,37,1,No
{81153D29-66C7-433D-A411ED5793DBD5D8},{99229ABC-115F-47F1-A93AD06F92F1EFF4},B,40,1,No
{811BEBA9-44AB-471E-AA4AD7AAED041499},{80801AAE-027D-4481-ADF751F47FC117A2},B,37,1,No
{81311AF6-A25D-4F8A-A7508E0942B63F63},{F69E55F5-879C-4F89-BBD09BB74B4A4D1E},B,34,4,No
{8145E883-0A19-4BF0-92E6D1EA332E5259},{6A2A7CFF-B832-4E68-BE3136CFCCD136F8},B,37,1,No
{8152A1AE-0E02-409B-976A6CA5FA0185D4},{2439BF9B-D8BC-4591-A09E53B53893EBFF},B,37,1,No
{81547CC2-BCA4-418B-ADDEEE8CB2B87DF3},{1C1B8156-EB44-4542-8EB57C52A2DAA1F4},B,35,1,No
{81815F90-ACAC-4056-9DBA2347EAF58C25},{0F95379B-0D78-421E-8F3440A1C9B99C43},B,37,1,No
{8187ABC7-DCDC-4CBB-B86060C42A6920D9},{00BC228F-047B-4952-8B03073ACB7A82D7},B,33,2,No
{81A0D9C4-48D5-48F5-971E6C454B2699B3},{FDC72CD9-2827-45D6-8C448BB33DBE2C95},B,34,1,No
{81B546A5-A69C-44A8-AA7486D63C3C4B57},{681AEF0A-3E4B-406D-BA3378462B759686},B,36,3,No
{81E8A4F0-D10E-4A79-87852A44D38691BD},{705E30DE-EF24-49C5-B6DF32DCD3573AF5},B,35,1,No
{8203B84F-535A-4DBE-AF2F7013B66D9100},{74A6BA03-7E12-4134-8C3891F4D3B9D479},B,34,3,No
{821927B6-2AA6-4BA6-88971FFF4BC5C6B1},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,38,1,No
{821F129D-3676-49FE-B5DAB6B814D3CCAA},{5797E450-EB8A-4E8A-B82F01DA5BE074FF},B,38,1,No
{82209089-F84E-4DA0-95E5BE81F7FAC686},{5E0081D3-21B1-445D-973285A66937ABAB},B,38,1,No
{823196EB-B6C2-4CE8-B4620DC357A40B8C},{B1385A47-8D23-4E85-B75BB07D5F74041D},B,37,1,No
{823DBCB6-A3EB-4F17-8485198E448518E1},{1E2C1CF1-4FA2-4FE0-97668FDCD10B8F9E},B,35,1,No
{82401242-30B6-4711-B18100AFEA7B9491},{60BEAD84-F24F-44D1-8883FCCC309B379E},B,37,1,No
{8241EA34-480D-4956-B6582A4B1B28091C},{C56B5B7A-2D16-449C-A14B52912496506E},B,35,1,Yes
{8277C433-8470-43D3-8DC69B3DCDBDEF21},{C6EDA0A3-6112-4ABC-BE4D2AD9F546F3C4},B,35,1,No
{827B8376-4F08-4241-9C3168438577F23D},{03B671EE-BB46-4778-8C2FB89743CDF280},B,36,1,No
{828236A8-E0C4-4CF3-A03E60B8AAFD4361},{705E30DE-EF24-49C5-B6DF32DCD3573AF5},B,32,1,No
{828786D8-2CFF-4DCB-BFFCAE5954F44B2D},{6CD5D749-57EA-4B20-89476D73AD5AC750},B,38,1,No
{829B3680-400D-4ACA-838C952974471E35},{1C1B8156-EB44-4542-8EB57C52A2DAA1F4},B,37,1,No
{82B99951-2ABD-4A88-B39405BEFBACE3C7},{EFFE32A6-67D7-4AA3-96E1B142E793A507},B,31,1,No
{82D5A97D-6BF6-4057-9C702C538CAC8CF1},{E6611C9F-BF2A-4873-8F2382B35CCAEC01},B,39,1,No
{82E1D039-A059-48A1-86F4B354ED292DA2},{DA3103D1-E385-4B90-81992643DEA049AE},B,40,1,No
{82E46398-05E1-4DD3-B232F6E4908E56B6},{E55DDF1D-8CE1-4B1C-A5261D826EC85EE0},B,38,3,No
{83064FBB-90E5-4E1A-AE499D38069EFE39},{9314C647-3BA1-4F7D-A653F5EFA1855094},B,39,1,No
{8314B447-E175-45D1-8EB00A67DBF0D5A4},{145004F8-1D9C-4398-A9CD3E89084E39DF},B,37,1,No
{83170C04-95BF-4F62-8CD3CA3DBEE23D41},{2B3E1C4D-4DEA-4B33-9D0CC13E2973ABCF},B,40,1,No
{8326E738-63D5-4759-8FA37DCADE9CA948},{F678B5EA-9062-4B7E-A0A700D79899BA83},B,35,1,No
{8336C751-86A1-47DE-849138D75B561F60},{BABF955D-D59E-4801-A3C1055D88360172},B,36,2,No
{838AFA46-3499-4C24-8BC80DE22C9C8210},{F4599F1E-EB25-4237-946DFF9D3A980AC3},BB,37,1,No
{838FD38D-6C00-4A79-ACF26D064F22CC63},{FBA505B3-654B-42A3-92CAB70B385BCEAD},B,35,1,No
{83915815-C566-4467-87F1E1B4FA488957},{D0B77976-5F59-44A3-80A3C5E6E8062ECF},B,75,2,No
{83A7F141-CC39-4AEE-8208FB763405F5CD},{65CAF1D2-2F33-42D4-AA62FCECFD4C6E60},B,49,1,No
{83ABB27E-E293-460C-8CFACE991129FFE9},{60BEAD84-F24F-44D1-8883FCCC309B379E},B,36,1,No
{83B8F41A-AD8A-4A6E-874F5C06F04A9A58},{A66E701A-2BD5-4BEC-9B8DF65D34D326E8},B,37,2,No
{83D4136F-6AFE-4CAA-AB11317522B96233},{B7073553-3FC9-4DCE-838EE69650AB64BC},B,38,1,No
{83E160B9-A842-4122-9423ECB2EE22DFBA},{B7073553-3FC9-4DCE-838EE69650AB64BC},B,36,1,No
{83E5B35E-B910-4504-9B334DBD57E37038},{62ED1424-730B-4F79-B0B86073D425D28E},B,36,1,No
{8404D4D0-10EC-445B-AEB6F691D9F23189},{132DC4A6-27A7-4C1F-8B2856F1D752C4F6},B,34,6,No
{840A54FF-05F8-4797-A365E15CDE37CCF5},{5E0081D3-21B1-445D-973285A66937ABAB},B,39,1,No
{8418EA2E-16AD-49F2-A52A5B7168E02DAC},{B570A472-086D-4F91-B449791E9012A74B},B,38,1,No
{841B9472-2CEE-4E4C-860B829E00C14AA5},{3F9D2A59-BA35-44A7-BF06CD28106761DC},B,33,1,No
{8438AE5D-2572-4496-B8DD557FE76DD1C5},{8B7F71B2-58CF-43BA-A6F58E815168CE6C},B,38,1,No
{8447BF9D-6B99-4368-A999B42362AD1370},{C6EDA0A3-6112-4ABC-BE4D2AD9F546F3C4},B,36,1,No
{844BC75D-8203-424A-8485C0E8CA2F2DB5},{A5FF9C89-3E09-4FF7-9801828ACE935CD7},B,34,1,No
{844C2318-2CBB-4E64-BB2926001D10A448},{DA3103D1-E385-4B90-81992643DEA049AE},B,36,1,No
{844EC41C-5BFC-48E2-A54B8A5C3744B969},{B555C9C4-7015-42FD-B18D1BF7E4DE72F3},B,36,1,No
{8498E7FA-885D-44B1-A066864F771A655E},{F118BD6C-113B-4B76-9E6FE268F01BE398},B,37,1,No
{84AB0C89-52FC-4364-B349E68DE4FFC50F},{6EEEE149-5C94-46A9-90BC8030F849CA73},B,39,1,No
{84B0A3DF-5047-446B-90913ED9BFD968A0},{C6EDA0A3-6112-4ABC-BE4D2AD9F546F3C4},B,35,1,No
{84B675AF-9425-4F62-9AFA68D9EAA86B3D},{CAF74AC7-6C8F-419C-95915228477CE4A8},BB,36,7,No
{84C69663-2BC0-467F-B6349A13CDE90348},{086B56E2-BAE1-4853-86D1799ACE595FC9},B,36,1,No
{84F3A6C2-8640-40E5-8333FC51C7399F38},{0E0763F5-5DAB-4746-A5F1DEC0FFBF48E2},B,36,1,No
{850B9815-C393-4DF8-AC1D7B5154841BE4},{1C1B8156-EB44-4542-8EB57C52A2DAA1F4},B,36,1,No
